Aasta;Kategooria;Lavastuse liik / žanr;Lavastused;..uuslavastused;Etendused;..külalisetendused;Vaatajad, tuhat;Teatriskäigud 1000 elaniku kohta;Keskmine piletihind, eurot
;Muud teatrid;..klassikaline tants;2;1;8;..;0,40;0,30;..
;Muud teatrid;..komöödia;45;15;556;..;72,30;53,60;..
;Muud teatrid;..muu;15;11;217;..;12,30;9,20;..
;Muud teatrid;..muu muusikalavastus;7;5;36;..;4,60;3,40;..
;Muud teatrid;..muu sõnalavastus;3;2;35;..;2,40;1,80;..
;Muud teatrid;..muu tantsulavastus;1;1;6;..;0,40;0,30;..
;Muud teatrid;..muusika- ja liikumislavastus;7;4;100;..;12,30;9,20;..
;Muud teatrid;..muusikal;1;..;5;..;0,20;0,20;..
;Muud teatrid;..nuku- ja objektiteatri lavastus;3;..;82;..;3,40;2,50;..
;Muud teatrid;..nukulavastus;16;..;175;..;9,90;7,40;..
;Muud teatrid;..nüüdistants;36;22;208;..;23,10;17,20;..
;Muud teatrid;..objektiteatri lavastus;1;1;12;..;0,40;0,30;..
;Muud teatrid;..ooper;2;2;12;..;4,90;3,60;..
;Muud teatrid;..operett;0;0;0;..;0;0;..
;Muud teatrid;..sõna-, muusika- ja liikumislavastus;45;18;295;..;23,20;17,20;..
;Muud teatrid;..tragikomöödia;7;1;76;..;8,90;6,60;..
;Muud teatrid;Kokku;354;148;3 414;1 526;384;284,70;15,11
;Muud teatrid;Mitmeliigilavastus;67;33;612;155;47,90;35,50;13,63
;Muud teatrid;Muu lavastus;3;2;86;..;16;11,90;..
;Muud teatrid;Muusikalavastus;10;7;53;15;9,70;7,20;16,22
;Muud teatrid;Nuku- ja objektiteatri lavastus;20;1;269;219;13,60;10,10;4,74
;Muud teatrid;Sõnalavastus;215;81;2 172;992;272,80;202,20;16,66
;Muud teatrid;Tantsulavastus;39;24;222;70;23,90;17,70;11,25
;Riigi- ja linnateatrid;..draama;156;51;1 855;..;343,60;254,70;..
;Riigi- ja linnateatrid;..klassikaline tants;17;6;152;..;66,10;49;..
;Riigi- ja linnateatrid;..komöödia;41;11;461;..;105,40;78,10;..
;Riigi- ja linnateatrid;..muu;7;3;54;..;7,10;5,30;..
;Riigi- ja linnateatrid;..muu muusikalavastus;5;..;33;..;3,20;2,40;..
;Riigi- ja linnateatrid;..muu tantsulavastus;0;0;0;..;0;0;..
;Riigi- ja linnateatrid;..muusika- ja liikumislavastus;1;..;7;..;1,90;1,40;..
;Riigi- ja linnateatrid;..muusikal;7;1;85;..;41,50;30,80;..
;Riigi- ja linnateatrid;..nuku- ja objektiteatri lavastus;4;1;47;..;4,30;3,20;..
;Riigi- ja linnateatrid;..nukulavastus;10;1;192;..;13,20;9,80;7,23
;Riigi- ja linnateatrid;..nüüdistants;2;..;6;..;1,90;1,40;..
;Riigi- ja linnateatrid;..objektiteatri lavastus;0;0;0;..;0;0;..
;Riigi- ja linnateatrid;..ooper;19;5;98;..;45,30;33,60;..
;Riigi- ja linnateatrid;..operett;5;1;36;..;19,10;14,10;..
;Riigi- ja linnateatrid;..sõna-, muusika- ja liikumislavastus;20;10;231;..;51,80;38,40;..
;Riigi- ja linnateatrid;..tragikomöödia;8;1;73;..;31,60;23,40;..
;Riigi- ja linnateatrid;Kokku;302;91;3 330;311;736;545,70;15,55
;Riigi- ja linnateatrid;Mitmeliigilavastus;28;13;292;16;60,90;45,10;11,72
;Riigi- ja linnateatrid;Muu lavastus;0;0;0;..;0;0;..
;Riigi- ja linnateatrid;Muusikalavastus;36;7;252;20;109;80,80;18,70
;Riigi- ja linnateatrid;Nuku- ja objektiteatri lavastus;14;2;239;2;17,60;13;7,56
;Riigi- ja linnateatrid;Sõnalavastus;205;63;2 389;272;480,60;356,30;15,50
;Riigi- ja linnateatrid;Tantsulavastus;19;6;158;1;68;50,40;16,22
;Teatrid kokku;..draama;316;114;3 360;..;532,80;395;..
;Teatrid kokku;..klassikaline tants;19;7;160;..;66,40;49,30;..
;Teatrid kokku;..komöödia;86;26;1 017;..;177,70;131,70;..
;Teatrid kokku;..muu;22;14;271;..;19,40;14,40;8,97
;Teatrid kokku;..muu muusikalavastus;12;5;69;..;7,80;5,80;..
;Teatrid kokku;..muu sõnalavastus;3;2;35;..;2,40;1,80;..
;Teatrid kokku;..muu tantsulavastus;1;1;6;..;0,40;0,30;..
;Teatrid kokku;..muusika- ja liikumislavastus;8;4;107;..;14,30;10,60;..
;Teatrid kokku;..muusikal;8;1;90;..;41,70;30,90;..
;Teatrid kokku;..nuku- ja objektiteatri lavastus;7;1;129;..;7,70;5,70;..
;Teatrid kokku;..nukulavastus;26;1;367;..;23,20;17,20;..
;Teatrid kokku;..nüüdistants;38;22;214;..;25;18,50;..
;Teatrid kokku;..objektiteatri lavastus;1;1;12;..;0,40;0,30;..
;Teatrid kokku;..ooper;21;7;110;..;50,10;37,20;..
;Teatrid kokku;..operett;5;1;36;..;19,10;14,10;..
;Teatrid kokku;..sõna-, muusika- ja liikumislavastus;65;28;526;..;75;55,60;..
;Teatrid kokku;..tragikomöödia;15;2;149;..;40,50;30;..
;Teatrid kokku;Kokku;656;239;6 744;1 837;1 120;830,40;15,45
;Teatrid kokku;Mitmeliigilavastus;95;46;904;171;108,80;80,60;12,12
;Teatrid kokku;Muu lavastus - tsirkus;3;2;86;..;16;11,90;..
;Teatrid kokku;Muusikalavastus;46;14;305;35;118,80;88,10;18,58
;Teatrid kokku;Nuku- ja objektiteatri lavastus;34;3;508;221;31,20;23,10;6,47
;Teatrid kokku;Sõnalavastus;420;144;4 561;1 264;753,40;558,50;15,80
;Teatrid kokku;Tantsulavastus;58;30;380;71;91,90;68,10;15,82
2023;Muud teatrid;..draama;163;64;1 552;..;198,60;145;..
;Muud teatrid;..klassikaline tants;5;2;10;..;2,80;2,10;..
;Muud teatrid;..komöödia;36;9;483;..;64,10;46,80;..
;Muud teatrid;..muu;23;19;139;..;20,10;14,70;..
;Muud teatrid;..muu muusikalavastus;8;6;56;..;14,30;10,40;..
;Muud teatrid;..muu sõnalavastus;5;4;19;..;0,80;0,60;..
;Muud teatrid;..muu tantsulavastus;1;1;22;..;1,40;1;..
;Muud teatrid;..muusika- ja liikumislavastus;6;2;75;..;16,10;11,80;..
;Muud teatrid;..muusikal;3;2;28;..;18,70;13,70;..
;Muud teatrid;..nuku- ja objektiteatri lavastus;4;..;31;..;1,80;1,30;..
;Muud teatrid;..nukulavastus;45;4;379;..;20,10;14,60;..
;Muud teatrid;..nüüdistants;44;28;238;..;16,20;11,80;..
;Muud teatrid;..objektiteatri lavastus;1;1;7;..;0,80;0,50;..
;Muud teatrid;..ooper;4;3;18;..;8,70;6,30;..
;Muud teatrid;..operett;0;0;0;..;0;0;..
;Muud teatrid;..sõna-, muusika- ja liikumislavastus;53;28;330;..;31,70;23,10;..
;Muud teatrid;..tragikomöödia;6;1;70;..;10,50;7,70;..
;Muud teatrid;Kokku;409;174;3 521;1 716;434,50;317,10;16,60
;Muud teatrid;Mitmeliigilavastus;82;49;544;178;67,90;49,60;21,46
;Muud teatrid;Muu lavastus - tsirkus;3;0;64;48;12,20;8,90;..
;Muud teatrid;Muusikalavastus;15;11;102;31;41,70;30,40;14,10
;Muud teatrid;Nuku- ja objektiteatri lavastus;50;5;417;261;22,60;16,50;6,18
;Muud teatrid;Sõnalavastus;210;78;2 124;1 060;274;200;18,08
;Muud teatrid;Tantsulavastus;50;31;270;113;20,50;14,90;10,22
;Riigi- ja linnateatrid;..draama;163;58;1 960;..;393,60;287,20;..
;Riigi- ja linnateatrid;..klassikaline tants;18;4;157;..;82,40;60,10;..
;Riigi- ja linnateatrid;..komöödia;41;8;562;..;151,60;110,60;..
;Riigi- ja linnateatrid;..muu;7;2;90;..;18,90;13,80;..
;Riigi- ja linnateatrid;..muu muusikalavastus;4;3;47;..;11;8;..
;Riigi- ja linnateatrid;..muu sõnalavastus;0;0;0;..;0;0;..
;Riigi- ja linnateatrid;..muu tantsulavastus;0;0;0;..;0;0;..
;Riigi- ja linnateatrid;..muusika- ja liikumislavastus;1;..;3;..;1,10;0,80;..
;Riigi- ja linnateatrid;..muusikal;9;2;107;..;55,20;40,30;..
;Riigi- ja linnateatrid;..nuku- ja objektiteatri lavastus;3;1;71;..;5,10;3,80;..
;Riigi- ja linnateatrid;..nukulavastus;6;..;137;..;9,70;7,10;..
;Riigi- ja linnateatrid;..nüüdistants;2;2;14;..;1,70;1,20;..
;Riigi- ja linnateatrid;..objektiteatri lavastus;1;1;8;..;0,50;0,40;..
;Riigi- ja linnateatrid;..ooper;20;6;112;..;56,60;41,30;..
;Riigi- ja linnateatrid;..operett;5;0;34;..;20,20;14,70;..
;Riigi- ja linnateatrid;..sõna-, muusika- ja liikumislavastus;21;8;304;..;75,30;55;..
;Riigi- ja linnateatrid;..tragikomöödia;5;1;61;..;10,60;7,70;..
;Riigi- ja linnateatrid;Kokku;307;96;3 667;440;893,50;652,10;15,55
;Riigi- ja linnateatrid;Mitmeliigilavastus;29;10;397;23;95,40;69,60;17,04
;Riigi- ja linnateatrid;Muu lavastus - tsirkus;0;0;0;..;0;0;..
;Riigi- ja linnateatrid;Muusikalavastus;38;11;300;13;143;104,40;20,54
;Riigi- ja linnateatrid;Nuku- ja objektiteatri lavastus;10;2;216;36;15,30;11,20;7,82
;Riigi- ja linnateatrid;Sõnalavastus;209;67;2 583;360;555,70;405,60;15,50
;Riigi- ja linnateatrid;Tantsulavastus;20;6;171;8;84,10;61,40;18,64
;Teatrid kokku;..draama;326;122;3 512;869;586,30;427,90;..
;Teatrid kokku;..klassikaline tants;23;6;167;14;85,20;62,20;..
;Teatrid kokku;..komöödia;77;17;1 045;478;215,70;157,40;..
;Teatrid kokku;..muu;30;22;229;..;34,20;24,90;24,96
;Teatrid kokku;..muu muusikalavastus;12;9;103;31;25,30;18,40;..
;Teatrid kokku;..muu sõnalavastus;5;4;19;22;0,80;0,60;..
;Teatrid kokku;..muu tantsulavastus;1;1;22;15;1,40;1;..
;Teatrid kokku;..muusika- ja liikumislavastus;7;2;78;..;17,30;12,60;..
;Teatrid kokku;..muusikal;12;4;135;4;74;54;..
;Teatrid kokku;..nuku- ja objektiteatri lavastus;7;1;102;..;7;5,10;..
;Teatrid kokku;..nukulavastus;51;4;516;..;29,70;21,70;..
;Teatrid kokku;..nüüdistants;46;30;252;92;17,90;13,10;..
;Teatrid kokku;..objektiteatri lavastus;2;2;15;..;1,30;0,90;..
;Teatrid kokku;..ooper;24;9;130;9;65,30;47,60;..
;Teatrid kokku;..operett;5;0;34;0;20,20;14,70;..
;Teatrid kokku;..sõna-, muusika- ja liikumislavastus;74;35;634;..;113,30;82,70;..
;Teatrid kokku;..tragikomöödia;11;2;131;51;21,10;15,40;..
;Teatrid kokku;Kokku;716;270;7 188;2 156;1 328;969,10;17,38
;Teatrid kokku;Mitmeliigilavastus;111;59;941;226;164,80;120,20;18,27
;Teatrid kokku;Muu lavastus - tsirkus;3;0;64;..;12,20;8,90;..
;Teatrid kokku;Muusikalavastus;53;22;402;44;184,70;134,80;20,12
;Teatrid kokku;Nuku- ja objektiteatri lavastus;60;7;633;297;37,90;27,70;6,47
;Teatrid kokku;Sõnalavastus;419;145;4 707;1 420;823,90;601,30;17,29
;Teatrid kokku;Tantsulavastus;70;37;441;121;104,60;76,30;17,53
